decision_idx,agent_x,agent_y,chosen_idx,subgoal_x,subgoal_y,R,k,termination,q_selected,num_valid,timestamp
1256,-0.42909436070466134,3.3053742787708265,1,5.719643134462145,7.962250548245428,2.292787309544955,10,MAX_STEPS,12.134769439697266,5,2629673
1266,-2.316398969066296,2.034832619023139,0,-3.899965422304825,0.9352939631358975,2.3890084758536414,10,SUBGOAL_REACHED,12.16209602355957,7,2629673
1276,-0.4935582308416983,3.3961468744026275,1,5.719643134462145,7.962250548245428,2.292041684278428,10,MAX_STEPS,12.195384979248047,5,2629673
1286,-2.3391477642500984,2.06594389971629,0,-3.899965422304825,0.9352939631358975,2.3876630718926717,10,SUBGOAL_REACHED,12.233335494995117,7,2629673
1296,-0.5200306427432074,3.4321494377195005,6,15.0,15.0,2.29199932492956,10,MAX_STEPS,12.276114463806152,5,2629673
1306,1.712149015360301,4.498337342485956,3,9.71735803852219,8.12265168862908,2.636053674922941,10,MAX_STEPS,12.322559356689453,7,2629673
1316,-0.20185443788039636,3.2248797284250093,0,-3.899965422304825,0.9352939631358975,0.1408188513334267,10,MAX_STEPS,12.374635696411133,7,2629673
1326,0.9612329988237515,1.599615428319872,2,7.745417792085655,-4.184520016942785,-0.874572689397176,10,MAX_STEPS,12.41413402557373,7,2629673
1336,-1.747580890351289,1.3806246452786661,0,-3.899965422304825,0.9352939631358975,0.6008824151519524,10,MAX_STEPS,12.43485164642334,7,2629673
1346,-0.7025610377819166,1.7192034526524906,3,9.71735803852219,8.12265168862908,-1.0482210108695744,10,MAX_STEPS,,7,2629673
1356,-1.5510072259728187,1.5863227071924275,1,5.719643134462145,7.962250548245428,-3.37188665563925,10,MAX_STEPS,12.446444511413574,7,2629673
1358,-1.973717724975379,1.3256842866883372,0,-3.899965422304825,0.9352939631358975,2.475822385783828,2,SUBGOAL_REACHED,12.412961959838867,7,2629673
1368,-2.3196585601977997,1.7955054189185053,2,7.745417792085655,-4.184520016942785,-6.574018655304832,10,MAX_STEPS,12.398016929626465,6,2629673
1378,-1.9279056899000517,3.3232826277812615,1,5.719643134462145,7.962250548245428,-6.8745794659475195,10,MAX_STEPS,12.338664054870605,5,2629673
1384,-2.692086896391767,2.2992909851623984,0,-3.899965422304825,0.9352939631358975,2.4172996141948286,6,SUBGOAL_REACHED,12.244974136352539,6,2629673
1394,-1.324770802731985,3.445204355838935,1,5.719643134462145,7.962250548245428,-0.07577889669330584,10,MAX_STEPS,12.170145988464355,5,2629673
