mihir@mihir-jetson:~/Data/DTQN/fov$ python train_dtqn.py 500 --eval-every 25 --save-every 10 --video-every 25
[ep  203/500] FAIL | dec=100 R=+219.56 gdist= 16.5 | eps=0.1500 buf= 12558 upd= 12558 | 8.1s
[ep  204/500] FAIL | dec=100 R=+162.35 gdist= 20.7 | eps=0.1500 buf= 12658 upd= 12658 | 8.4s
[ep  205/500] OK   | dec= 70 R= +74.09 gdist=  1.8 | eps=0.1500 buf= 12728 upd= 12728 | 5.7s
[ep  206/500] OK   | dec= 35 R= +37.30 gdist=  1.8 | eps=0.1500 buf= 12763 upd= 12763 | 2.9s
[ep  207/500] OK   | dec= 45 R=+127.11 gdist=  1.9 | eps=0.1500 buf= 12808 upd= 12808 | 3.9s
[ep  208/500] FAIL | dec=100 R=+163.69 gdist= 16.9 | eps=0.1500 buf= 12908 upd= 12908 | 8.2s
[ep  209/500] FAIL | dec=100 R= +82.50 gdist= 11.5 | eps=0.1500 buf= 13008 upd= 13008 | 8.6s
[ep  210/500] FAIL | dec=100 R=+170.35 gdist= 21.9 | eps=0.1500 buf= 13108 upd= 13108 | 8.0s
[ep  211/500] FAIL | dec=100 R= +76.23 gdist=  5.6 | eps=0.1500 buf= 13208 upd= 13208 | 8.4s
[ep  212/500] OK   | dec= 28 R= +73.09 gdist=  1.8 | eps=0.1500 buf= 13236 upd= 13236 | 2.4s
[ep  213/500] OK   | dec= 48 R= +99.04 gdist=  2.0 | eps=0.1500 buf= 13284 upd= 13284 | 4.2s
[ep  214/500] OK   | dec= 22 R= +81.96 gdist=  1.8 | eps=0.1500 buf= 13306 upd= 13306 | 1.9s
[ep  215/500] OK   | dec= 29 R= +86.71 gdist=  1.8 | eps=0.1500 buf= 13335 upd= 13335 | 2.1s
[ep  216/500] OK   | dec= 74 R=+148.20 gdist=  1.9 | eps=0.1500 buf= 13409 upd= 13409 | 5.9s
[ep  217/500] FAIL | dec=100 R= +76.00 gdist= 19.9 | eps=0.1500 buf= 13509 upd= 13509 | 7.6s
[ep  218/500] FAIL | dec=100 R= +96.57 gdist= 17.9 | eps=0.1500 buf= 13609 upd= 13609 | 8.1s
[ep  219/500] FAIL | dec=100 R= +22.42 gdist=  7.9 | eps=0.1500 buf= 13709 upd= 13709 | 7.4s
[ep  220/500] FAIL | dec=100 R=+103.48 gdist= 13.1 | eps=0.1500 buf= 13809 upd= 13809 | 7.5s
[ep  221/500] OK   | dec= 57 R=+117.99 gdist=  1.9 | eps=0.1500 buf= 13866 upd= 13866 | 4.2s
[ep  222/500] FAIL | dec=100 R= -51.28 gdist= 17.9 | eps=0.1500 buf= 13966 upd= 13966 | 8.2s
[ep  223/500] OK   | dec= 51 R= +61.37 gdist=  1.9 | eps=0.1500 buf= 14017 upd= 14017 | 3.8s
[ep  224/500] OK   | dec= 40 R= +99.56 gdist=  1.8 | eps=0.1500 buf= 14057 upd= 14057 | 2.9s
MovieWriter ffmpeg unavailable; trying to use <class 'matplotlib.animation.PillowWriter'> instead.
[ep  225/500] OK   | dec= 68 R=+143.34 gdist=  1.9 | eps=0.1500 buf= 14125 upd= 14125 | 141.0s [video saved]
  >>> Last 25 eps: success=52.00%  avg_R=+97.62  total_time=2162s
[ep  226/500] OK   | dec= 23 R= +90.72 gdist=  2.0 | eps=0.1500 buf= 14148 upd= 14148 | 1.8s
[ep  227/500] OK   | dec= 98 R=+176.18 gdist=  1.8 | eps=0.1500 buf= 14246 upd= 14246 | 7.3s
[ep  228/500] OK   | dec= 22 R= +76.33 gdist=  2.0 | eps=0.1500 buf= 14268 upd= 14268 | 1.7s
[ep  229/500] FAIL | dec=100 R= +35.29 gdist= 11.1 | eps=0.1500 buf= 14368 upd= 14368 | 7.4s
[ep  230/500] FAIL | dec=100 R=+104.87 gdist= 12.8 | eps=0.1500 buf= 14468 upd= 14468 | 7.9s
[ep  231/500] FAIL | dec=100 R= +91.13 gdist=  8.5 | eps=0.1500 buf= 14568 upd= 14568 | 8.6s
[ep  232/500] OK   | dec= 46 R=+108.18 gdist=  1.9 | eps=0.1500 buf= 14614 upd= 14614 | 3.8s
[ep  233/500] OK   | dec= 24 R=+104.09 gdist=  1.8 | eps=0.1500 buf= 14638 upd= 14638 | 1.7s
[ep  234/500] OK   | dec= 83 R=+107.56 gdist=  1.9 | eps=0.1500 buf= 14721 upd= 14721 | 6.4s
[ep  235/500] OK   | dec= 60 R= +73.71 gdist=  2.0 | eps=0.1500 buf= 14781 upd= 14781 | 4.3s
[ep  236/500] OK   | dec= 30 R= +96.47 gdist=  1.8 | eps=0.1500 buf= 14811 upd= 14811 | 2.3s
[ep  237/500] OK   | dec= 56 R= +98.10 gdist=  2.0 | eps=0.1500 buf= 14867 upd= 14867 | 4.8s
[ep  238/500] OK   | dec= 35 R=+123.11 gdist=  2.0 | eps=0.1500 buf= 14902 upd= 14902 | 2.7s
[ep  239/500] FAIL | dec=100 R=+135.57 gdist= 10.0 | eps=0.1500 buf= 15002 upd= 15002 | 7.4s
[ep  240/500] FAIL | dec=100 R=+122.06 gdist= 16.0 | eps=0.1500 buf= 15102 upd= 15102 | 7.5s
[ep  241/500] OK   | dec= 41 R= +71.78 gdist=  1.9 | eps=0.1500 buf= 15143 upd= 15143 | 3.0s
[ep  242/500] OK   | dec= 72 R= +20.30 gdist=  2.0 | eps=0.1500 buf= 15215 upd= 15215 | 5.5s
[ep  243/500] OK   | dec= 33 R=+112.39 gdist=  2.0 | eps=0.1500 buf= 15248 upd= 15248 | 2.4s
[ep  244/500] OK   | dec= 46 R=+120.52 gdist=  2.0 | eps=0.1500 buf= 15294 upd= 15294 | 3.4s
[ep  245/500] OK   | dec= 56 R= +60.48 gdist=  1.8 | eps=0.1500 buf= 15350 upd= 15350 | 4.3s
[ep  246/500] OK   | dec= 18 R= +84.02 gdist=  1.8 | eps=0.1500 buf= 15368 upd= 15368 | 1.3s
[ep  247/500] OK   | dec= 42 R=+104.73 gdist=  1.8 | eps=0.1500 buf= 15410 upd= 15410 | 3.1s
[ep  248/500] OK   | dec= 58 R= +66.90 gdist=  1.9 | eps=0.1500 buf= 15468 upd= 15468 | 4.4s
[ep  249/500] FAIL | dec=100 R= -67.14 gdist= 21.4 | eps=0.1500 buf= 15568 upd= 15568 | 7.6s
MovieWriter ffmpeg unavailable; trying to use <class 'matplotlib.animation.PillowWriter'> instead.
[ep  250/500] OK   | dec= 21 R= +81.03 gdist=  1.8 | eps=0.1500 buf= 15589 upd= 15589 | 42.4s [video saved]
  >>> Last 25 eps: success=76.00%  avg_R=+87.93  total_time=2315s
[ep  251/500] OK   | dec= 23 R= +55.69 gdist=  2.0 | eps=0.1500 buf= 15612 upd= 15612 | 1.9s
[ep  252/500] OK   | dec= 21 R= +99.45 gdist=  2.0 | eps=0.1500 buf= 15633 upd= 15633 | 1.5s
[ep  253/500] OK   | dec= 89 R=+117.81 gdist=  2.0 | eps=0.1500 buf= 15722 upd= 15722 | 6.9s
[ep  254/500] OK   | dec= 35 R= +19.54 gdist=  1.9 | eps=0.1500 buf= 15757 upd= 15757 | 2.7s
[ep  255/500] OK   | dec= 39 R= +43.24 gdist=  2.0 | eps=0.1500 buf= 15796 upd= 15796 | 2.9s
[ep  256/500] OK   | dec= 31 R= +27.08 gdist=  1.9 | eps=0.1500 buf= 15827 upd= 15827 | 2.4s
[ep  257/500] OK   | dec= 17 R= +82.35 gdist=  1.9 | eps=0.1500 buf= 15844 upd= 15844 | 1.3s
[ep  258/500] OK   | dec= 28 R= +62.22 gdist=  2.0 | eps=0.1500 buf= 15872 upd= 15872 | 2.1s
[ep  259/500] OK   | dec= 25 R= +52.76 gdist=  1.9 | eps=0.1500 buf= 15897 upd= 15897 | 2.0s
[ep  260/500] OK   | dec= 44 R= +63.11 gdist=  1.8 | eps=0.1500 buf= 15941 upd= 15941 | 3.5s
[ep  261/500] OK   | dec= 39 R= +78.91 gdist=  2.0 | eps=0.1500 buf= 15980 upd= 15980 | 3.0s
[ep  262/500] OK   | dec= 36 R= +90.39 gdist=  1.8 | eps=0.1500 buf= 16016 upd= 16016 | 2.7s
[ep  263/500] OK   | dec= 22 R= +54.75 gdist=  1.8 | eps=0.1500 buf= 16038 upd= 16038 | 1.6s
[ep  264/500] OK   | dec= 48 R= +74.60 gdist=  1.9 | eps=0.1500 buf= 16086 upd= 16086 | 3.5s
[ep  265/500] OK   | dec= 39 R= +65.78 gdist=  1.8 | eps=0.1500 buf= 16125 upd= 16125 | 2.9s
[ep  266/500] OK   | dec= 60 R= +30.25 gdist=  1.9 | eps=0.1500 buf= 16185 upd= 16185 | 4.6s
[ep  267/500] OK   | dec= 52 R= +66.43 gdist=  1.9 | eps=0.1500 buf= 16237 upd= 16237 | 4.0s
[ep  268/500] OK   | dec= 29 R= +67.46 gdist=  1.9 | eps=0.1500 buf= 16266 upd= 16266 | 2.4s
[ep  269/500] OK   | dec= 19 R= +76.87 gdist=  1.8 | eps=0.1500 buf= 16285 upd= 16285 | 1.5s
[ep  270/500] OK   | dec= 15 R= +81.83 gdist=  1.9 | eps=0.1500 buf= 16300 upd= 16300 | 1.3s
[ep  271/500] OK   | dec= 48 R= +21.96 gdist=  2.0 | eps=0.1500 buf= 16348 upd= 16348 | 3.5s
[ep  272/500] OK   | dec= 33 R= +67.19 gdist=  1.8 | eps=0.1500 buf= 16381 upd= 16381 | 2.5s
[ep  273/500] OK   | dec= 36 R= +54.14 gdist=  1.8 | eps=0.1500 buf= 16417 upd= 16417 | 2.8s
[ep  274/500] OK   | dec= 51 R= +97.60 gdist=  1.9 | eps=0.1500 buf= 16468 upd= 16468 | 3.8s
MovieWriter ffmpeg unavailable; trying to use <class 'matplotlib.animation.PillowWriter'> instead.
[ep  275/500] OK   | dec= 20 R= +59.89 gdist=  1.8 | eps=0.1500 buf= 16488 upd= 16488 | 42.2s [video saved]
  >>> Last 25 eps: success=100.00%  avg_R=+64.45  total_time=2425s
[ep  276/500] OK   | dec= 32 R= +72.50 gdist=  1.9 | eps=0.1500 buf= 16520 upd= 16520 | 2.6s
[ep  277/500] OK   | dec= 48 R= +46.27 gdist=  2.0 | eps=0.1500 buf= 16568 upd= 16568 | 3.6s
[ep  278/500] OK   | dec= 28 R= +47.17 gdist=  1.9 | eps=0.1500 buf= 16596 upd= 16596 | 2.0s
[ep  279/500] OK   | dec= 17 R= +72.63 gdist=  1.8 | eps=0.1500 buf= 16613 upd= 16613 | 1.3s
[ep  280/500] OK   | dec= 15 R= +78.96 gdist=  1.8 | eps=0.1500 buf= 16628 upd= 16628 | 1.1s
[ep  281/500] OK   | dec= 39 R= +50.40 gdist=  2.0 | eps=0.1500 buf= 16667 upd= 16667 | 2.9s
[ep  282/500] OK   | dec= 23 R= +76.66 gdist=  1.8 | eps=0.1500 buf= 16690 upd= 16690 | 1.7s
[ep  283/500] OK   | dec= 18 R= +73.25 gdist=  1.9 | eps=0.1500 buf= 16708 upd= 16708 | 1.4s
[ep  284/500] OK   | dec= 17 R= +72.01 gdist=  1.9 | eps=0.1500 buf= 16725 upd= 16725 | 1.2s
[ep  285/500] OK   | dec= 25 R= +70.11 gdist=  1.9 | eps=0.1500 buf= 16750 upd= 16750 | 1.9s
[ep  286/500] OK   | dec= 31 R= +59.09 gdist=  1.8 | eps=0.1500 buf= 16781 upd= 16781 | 2.3s
[ep  287/500] OK   | dec= 22 R= +55.37 gdist=  1.9 | eps=0.1500 buf= 16803 upd= 16803 | 1.6s
[ep  288/500] OK   | dec= 37 R= +84.43 gdist=  2.0 | eps=0.1500 buf= 16840 upd= 16840 | 2.7s
[ep  289/500] OK   | dec= 16 R= +67.04 gdist=  2.0 | eps=0.1500 buf= 16856 upd= 16856 | 1.2s
[ep  290/500] OK   | dec= 34 R= +46.37 gdist=  1.9 | eps=0.1500 buf= 16890 upd= 16890 | 2.5s
[ep  291/500] OK   | dec= 21 R= +86.92 gdist=  1.8 | eps=0.1500 buf= 16911 upd= 16911 | 1.6s
[ep  292/500] OK   | dec= 36 R= +28.66 gdist=  2.0 | eps=0.1500 buf= 16947 upd= 16947 | 2.6s
[ep  293/500] OK   | dec= 15 R= +76.55 gdist=  1.8 | eps=0.1500 buf= 16962 upd= 16962 | 1.1s
[ep  294/500] OK   | dec= 33 R= +78.23 gdist=  1.8 | eps=0.1500 buf= 16995 upd= 16995 | 2.4s
[ep  295/500] FAIL | dec=100 R=+128.57 gdist= 10.1 | eps=0.1500 buf= 17095 upd= 17095 | 7.2s
[ep  296/500] OK   | dec= 61 R=+113.64 gdist=  1.9 | eps=0.1500 buf= 17156 upd= 17156 | 4.6s
[ep  297/500] OK   | dec= 20 R= +64.00 gdist=  1.8 | eps=0.1500 buf= 17176 upd= 17176 | 1.4s
[ep  298/500] FAIL | dec=100 R=+173.97 gdist=  8.5 | eps=0.1500 buf= 17276 upd= 17276 | 6.8s
[ep  299/500] OK   | dec= 52 R= +12.03 gdist=  2.0 | eps=0.1500 buf= 17328 upd= 17328 | 3.9s
MovieWriter ffmpeg unavailable; trying to use <class 'matplotlib.animation.PillowWriter'> instead.
[ep  300/500] FAIL | dec=100 R= +90.96 gdist= 11.3 | eps=0.1500 buf= 17428 upd= 17428 | 191.4s [video saved]
  >>> Last 25 eps: success=88.00%  avg_R=+73.03  total_time=2678s
[ep  301/500] FAIL | dec=100 R= +24.80 gdist= 16.3 | eps=0.1500 buf= 17528 upd= 17528 | 7.5s
[ep  302/500] FAIL | dec=100 R= +15.12 gdist= 17.5 | eps=0.1500 buf= 17628 upd= 17628 | 7.4s
[ep  303/500] OK   | dec= 22 R= +66.61 gdist=  2.0 | eps=0.1500 buf= 17650 upd= 17650 | 1.6s
[ep  304/500] OK   | dec= 77 R= +20.53 gdist=  2.0 | eps=0.1500 buf= 17727 upd= 17727 | 5.8s
[ep  305/500] OK   | dec= 63 R=+139.69 gdist=  1.9 | eps=0.1500 buf= 17790 upd= 17790 | 4.6s
[ep  306/500] OK   | dec= 48 R=+118.81 gdist=  2.0 | eps=0.1500 buf= 17838 upd= 17838 | 3.8s
[ep  307/500] FAIL | dec=100 R=+105.85 gdist= 12.7 | eps=0.1500 buf= 17938 upd= 17938 | 7.3s
[ep  308/500] OK   | dec= 84 R= +83.21 gdist=  1.9 | eps=0.1500 buf= 18022 upd= 18022 | 6.1s
[ep  309/500] FAIL | dec=100 R=+109.46 gdist= 19.4 | eps=0.1500 buf= 18122 upd= 18122 | 7.4s
[ep  310/500] OK   | dec= 16 R= +78.05 gdist=  1.8 | eps=0.1500 buf= 18138 upd= 18138 | 1.2s
[ep  311/500] OK   | dec= 99 R=+112.67 gdist=  1.9 | eps=0.1500 buf= 18237 upd= 18237 | 7.5s
[ep  312/500] FAIL | dec=100 R= -79.72 gdist= 16.1 | eps=0.1500 buf= 18337 upd= 18337 | 7.7s
[ep  313/500] OK   | dec= 54 R=+132.32 gdist=  1.9 | eps=0.1500 buf= 18391 upd= 18391 | 3.9s
[ep  314/500] OK   | dec= 36 R=+100.79 gdist=  2.0 | eps=0.1500 buf= 18427 upd= 18427 | 2.7s
[ep  315/500] OK   | dec= 28 R= +82.49 gdist=  2.0 | eps=0.1500 buf= 18455 upd= 18455 | 2.1s
[ep  316/500] FAIL | dec=100 R= +39.69 gdist= 17.7 | eps=0.1500 buf= 18555 upd= 18555 | 7.3s
[ep  317/500] FAIL | dec=100 R= +61.08 gdist= 13.0 | eps=0.1500 buf= 18655 upd= 18655 | 7.5s
[ep  318/500] FAIL | dec=100 R=  +1.46 gdist= 13.9 | eps=0.1500 buf= 18755 upd= 18755 | 7.7s
[ep  319/500] OK   | dec= 70 R= +63.57 gdist=  1.9 | eps=0.1500 buf= 18825 upd= 18825 | 5.2s
[ep  320/500] FAIL | dec=100 R= +99.95 gdist= 21.6 | eps=0.1500 buf= 18925 upd= 18925 | 7.4s
[ep  321/500] OK   | dec= 75 R=+163.47 gdist=  2.0 | eps=0.1500 buf= 19000 upd= 19000 | 5.8s
[ep  322/500] OK   | dec= 31 R= +54.12 gdist=  1.8 | eps=0.1500 buf= 19031 upd= 19031 | 2.3s
[ep  323/500] FAIL | dec=100 R=+144.06 gdist= 12.8 | eps=0.1500 buf= 19131 upd= 19131 | 7.2s
[ep  324/500] FAIL | dec=100 R=+150.42 gdist= 15.0 | eps=0.1500 buf= 19231 upd= 19231 | 7.2s
MovieWriter ffmpeg unavailable; trying to use <class 'matplotlib.animation.PillowWriter'> instead.
[ep  325/500] FAIL | dec=100 R= +53.26 gdist= 16.6 | eps=0.1500 buf= 19331 upd= 19331 | 211.4s [video saved]
  >>> Last 25 eps: success=52.00%  avg_R=+77.67  total_time=3024s
[ep  326/500] FAIL | dec=100 R= -13.33 gdist= 10.0 | eps=0.1500 buf= 19431 upd= 19431 | 7.9s
[ep  327/500] OK   | dec= 43 R= +60.95 gdist=  2.0 | eps=0.1500 buf= 19474 upd= 19474 | 3.5s
[ep  328/500] OK   | dec= 97 R=+157.81 gdist=  1.8 | eps=0.1500 buf= 19571 upd= 19571 | 7.2s
[ep  329/500] FAIL | dec=100 R= +34.85 gdist= 11.6 | eps=0.1500 buf= 19671 upd= 19671 | 7.4s
[ep  330/500] FAIL | dec=100 R= +76.68 gdist= 10.5 | eps=0.1500 buf= 19771 upd= 19771 | 7.4s
[ep  331/500] FAIL | dec=100 R=+100.80 gdist= 17.6 | eps=0.1500 buf= 19871 upd= 19871 | 8.0s
[ep  332/500] FAIL | dec=100 R= +60.71 gdist= 15.8 | eps=0.1500 buf= 19971 upd= 19971 | 7.5s
[ep  333/500] FAIL | dec=100 R=+179.33 gdist= 13.6 | eps=0.1500 buf= 20000 upd= 20071 | 8.1s
[ep  334/500] FAIL | dec=100 R=+144.61 gdist= 14.1 | eps=0.1500 buf= 20000 upd= 20171 | 8.6s
[ep  335/500] OK   | dec= 53 R= +55.10 gdist=  1.9 | eps=0.1500 buf= 20000 upd= 20224 | 4.4s
[ep  336/500] FAIL | dec=100 R= +36.23 gdist= 21.4 | eps=0.1500 buf= 20000 upd= 20324 | 8.2s
[ep  337/500] FAIL | dec=100 R= +27.45 gdist= 13.9 | eps=0.1500 buf= 20000 upd= 20424 | 8.7s
[ep  338/500] FAIL | dec=100 R= +57.50 gdist= 15.3 | eps=0.1500 buf= 20000 upd= 20524 | 7.6s
[ep  339/500] FAIL | dec=100 R= +45.97 gdist= 14.8 | eps=0.1500 buf= 20000 upd= 20624 | 7.7s
[ep  340/500] OK   | dec= 28 R= +78.91 gdist=  1.9 | eps=0.1500 buf= 20000 upd= 20652 | 2.1s
[ep  341/500] FAIL | dec=100 R= +49.59 gdist= 16.7 | eps=0.1500 buf= 20000 upd= 20752 | 7.5s
[ep  342/500] FAIL | dec=100 R= -39.32 gdist= 14.3 | eps=0.1500 buf= 20000 upd= 20852 | 8.3s
[ep  343/500] FAIL | dec=100 R=+120.70 gdist= 18.5 | eps=0.1500 buf= 20000 upd= 20952 | 8.6s
[ep  344/500] FAIL | dec=100 R=+159.96 gdist= 24.2 | eps=0.1500 buf= 20000 upd= 21052 | 8.4s
[ep  345/500] FAIL | dec=100 R= +60.64 gdist=  8.7 | eps=0.1500 buf= 20000 upd= 21152 | 8.1s
[ep  346/500] FAIL | dec=100 R=+104.11 gdist= 15.5 | eps=0.1500 buf= 20000 upd= 21252 | 8.3s
[ep  347/500] FAIL | dec=100 R= +60.53 gdist= 17.0 | eps=0.1500 buf= 20000 upd= 21352 | 7.9s
[ep  348/500] OK   | dec= 35 R= +98.54 gdist=  1.8 | eps=0.1500 buf= 20000 upd= 21387 | 2.8s
[ep  349/500] FAIL | dec=100 R=+142.95 gdist= 23.2 | eps=0.1500 buf= 20000 upd= 21487 | 8.5s
MovieWriter ffmpeg unavailable; trying to use <class 'matplotlib.animation.PillowWriter'> instead.
[ep  350/500] FAIL | dec=100 R= +22.45 gdist= 13.6 | eps=0.1500 buf= 20000 upd= 21587 | 205.6s [video saved]
  >>> Last 25 eps: success=20.00%  avg_R=+75.35  total_time=3402s
[ep  351/500] FAIL | dec=100 R=+114.08 gdist= 16.9 | eps=0.1500 buf= 20000 upd= 21687 | 7.5s
[ep  352/500] FAIL | dec=100 R= +45.74 gdist= 14.3 | eps=0.1500 buf= 20000 upd= 21787 | 7.5s
[ep  353/500] OK   | dec= 83 R=+125.01 gdist=  1.9 | eps=0.1500 buf= 20000 upd= 21870 | 6.1s
[ep  354/500] FAIL | dec=100 R= +71.56 gdist=  4.7 | eps=0.1500 buf= 20000 upd= 21970 | 7.4s
[ep  355/500] OK   | dec= 50 R=+111.49 gdist=  2.0 | eps=0.1500 buf= 20000 upd= 22020 | 3.7s
[ep  356/500] FAIL | dec=100 R=+137.56 gdist= 14.1 | eps=0.1500 buf= 20000 upd= 22120 | 7.5s
[ep  357/500] OK   | dec= 41 R=+107.33 gdist=  1.8 | eps=0.1500 buf= 20000 upd= 22161 | 3.2s
[ep  358/500] FAIL | dec=100 R= +82.09 gdist= 15.3 | eps=0.1500 buf= 20000 upd= 22261 | 8.4s
[ep  359/500] FAIL | dec=100 R=+102.53 gdist=  9.6 | eps=0.1500 buf= 20000 upd= 22361 | 7.3s
[ep  360/500] OK   | dec= 20 R= +83.89 gdist=  1.9 | eps=0.1500 buf= 20000 upd= 22381 | 1.5s
[ep  361/500] FAIL | dec=100 R= +21.94 gdist= 14.4 | eps=0.1500 buf= 20000 upd= 22481 | 7.7s
[ep  362/500] OK   | dec= 72 R=+117.22 gdist=  1.8 | eps=0.1500 buf= 20000 upd= 22553 | 5.3s
[ep  363/500] OK   | dec= 35 R= +96.53 gdist=  1.8 | eps=0.1500 buf= 20000 upd= 22588 | 2.6s
[ep  364/500] FAIL | dec=100 R= +50.54 gdist= 25.0 | eps=0.1500 buf= 20000 upd= 22688 | 7.4s
[ep  365/500] FAIL | dec=100 R= -66.51 gdist= 25.6 | eps=0.1500 buf= 20000 upd= 22788 | 7.6s
[ep  366/500] OK   | dec= 30 R= +55.39 gdist=  1.9 | eps=0.1500 buf= 20000 upd= 22818 | 2.2s
[ep  367/500] FAIL | dec=100 R=+112.91 gdist= 19.2 | eps=0.1500 buf= 20000 upd= 22918 | 7.3s
[ep  368/500] FAIL | dec=100 R=+122.56 gdist=  8.4 | eps=0.1500 buf= 20000 upd= 23018 | 7.2s
[ep  369/500] FAIL | dec=100 R= +35.54 gdist= 17.9 | eps=0.1500 buf= 20000 upd= 23118 | 7.5s
[ep  370/500] OK   | dec= 52 R= +93.04 gdist=  1.8 | eps=0.1500 buf= 20000 upd= 23170 | 3.9s
[ep  371/500] OK   | dec= 38 R=+106.40 gdist=  1.9 | eps=0.1500 buf= 20000 upd= 23208 | 2.9s
[ep  372/500] FAIL | dec=100 R= +30.60 gdist= 14.4 | eps=0.1500 buf= 20000 upd= 23308 | 7.8s
[ep  373/500] FAIL | dec=100 R= +81.39 gdist= 15.4 | eps=0.1500 buf= 20000 upd= 23408 | 7.3s
[ep  374/500] FAIL | dec=100 R= +91.75 gdist= 10.8 | eps=0.1500 buf= 20000 upd= 23508 | 7.7s
MovieWriter ffmpeg unavailable; trying to use <class 'matplotlib.animation.PillowWriter'> instead.
[ep  375/500] OK   | dec= 66 R= +87.85 gdist=  1.8 | eps=0.1500 buf= 20000 upd= 23574 | 127.8s [video saved]
  >>> Last 25 eps: success=40.00%  avg_R=+80.74  total_time=3675s
[ep  376/500] OK   | dec= 58 R=+132.09 gdist=  2.0 | eps=0.1500 buf= 20000 upd= 23632 | 4.3s
[ep  377/500] OK   | dec= 22 R= +81.96 gdist=  1.8 | eps=0.1500 buf= 20000 upd= 23654 | 1.6s
[ep  378/500] OK   | dec= 73 R= +45.29 gdist=  1.8 | eps=0.1500 buf= 20000 upd= 23727 | 5.3s
[ep  379/500] FAIL | dec=100 R= +58.63 gdist= 20.5 | eps=0.1500 buf= 20000 upd= 23827 | 7.4s
[ep  380/500] OK   | dec= 38 R=+111.87 gdist=  1.8 | eps=0.1500 buf= 20000 upd= 23865 | 2.8s
[ep  381/500] FAIL | dec=100 R= +39.61 gdist=  4.8 | eps=0.1500 buf= 20000 upd= 23965 | 7.8s
[ep  382/500] FAIL | dec=100 R= +68.49 gdist= 16.4 | eps=0.1500 buf= 20000 upd= 24065 | 7.4s
[ep  383/500] OK   | dec= 46 R= +81.22 gdist=  1.9 | eps=0.1500 buf= 20000 upd= 24111 | 3.4s
[ep  384/500] OK   | dec= 59 R= +79.56 gdist=  1.9 | eps=0.1500 buf= 20000 upd= 24170 | 4.3s
[ep  385/500] FAIL | dec=100 R= +62.33 gdist= 11.6 | eps=0.1500 buf= 20000 upd= 24270 | 7.4s
[ep  386/500] OK   | dec= 99 R=+142.35 gdist=  1.8 | eps=0.1500 buf= 20000 upd= 24369 | 7.3s
[ep  387/500] OK   | dec= 93 R=+198.03 gdist=  1.9 | eps=0.1500 buf= 20000 upd= 24462 | 6.8s
[ep  388/500] FAIL | dec=100 R= +22.99 gdist= 15.7 | eps=0.1500 buf= 20000 upd= 24562 | 7.4s
[ep  389/500] OK   | dec= 48 R= +82.71 gdist=  1.8 | eps=0.1500 buf= 20000 upd= 24610 | 3.5s
[ep  390/500] OK   | dec= 39 R= +85.79 gdist=  1.9 | eps=0.1500 buf= 20000 upd= 24649 | 2.8s
[ep  391/500] FAIL | dec=100 R= +84.24 gdist= 17.4 | eps=0.1500 buf= 20000 upd= 24749 | 7.5s
[ep  392/500] OK   | dec= 22 R= +86.15 gdist=  2.0 | eps=0.1500 buf= 20000 upd= 24771 | 1.7s
[ep  393/500] OK   | dec= 61 R= +83.80 gdist=  1.8 | eps=0.1500 buf= 20000 upd= 24832 | 4.6s
[ep  394/500] OK   | dec= 76 R=+122.64 gdist=  1.9 | eps=0.1500 buf= 20000 upd= 24908 | 5.7s
[ep  395/500] FAIL | dec=100 R= -81.21 gdist= 25.4 | eps=0.1500 buf= 20000 upd= 25008 | 7.6s
[ep  396/500] OK   | dec= 44 R= +16.64 gdist=  1.9 | eps=0.1500 buf= 20000 upd= 25052 | 3.3s
[ep  397/500] FAIL | dec=100 R=+125.48 gdist= 22.5 | eps=0.1500 buf= 20000 upd= 25152 | 7.3s
[ep  398/500] OK   | dec= 45 R=+130.63 gdist=  1.8 | eps=0.1500 buf= 20000 upd= 25197 | 3.2s
[ep  399/500] FAIL | dec=100 R= +73.26 gdist=  7.8 | eps=0.1500 buf= 20000 upd= 25297 | 7.4s
MovieWriter ffmpeg unavailable; trying to use <class 'matplotlib.animation.PillowWriter'> instead.
[ep  400/500] FAIL | dec=100 R= +89.49 gdist= 10.7 | eps=0.1500 buf= 20000 upd= 25397 | 205.6s [video saved]
  >>> Last 25 eps: success=60.00%  avg_R=+80.96  total_time=4009s
[ep  401/500] FAIL | dec=100 R=+169.15 gdist= 25.7 | eps=0.1500 buf= 20000 upd= 25497 | 7.3s
[ep  402/500] FAIL | dec=100 R=+101.45 gdist= 15.4 | eps=0.1500 buf= 20000 upd= 25597 | 7.4s
[ep  403/500] OK   | dec= 75 R= +85.36 gdist=  1.8 | eps=0.1500 buf= 20000 upd= 25672 | 5.8s
[ep  404/500] FAIL | dec=100 R= +95.00 gdist= 12.7 | eps=0.1500 buf= 20000 upd= 25772 | 7.5s
[ep  405/500] FAIL | dec=100 R=+111.46 gdist=  7.7 | eps=0.1500 buf= 20000 upd= 25872 | 7.2s
[ep  406/500] FAIL | dec=100 R= +63.96 gdist= 16.5 | eps=0.1500 buf= 20000 upd= 25972 | 7.5s
[ep  407/500] FAIL | dec=100 R=+125.76 gdist= 13.7 | eps=0.1500 buf= 20000 upd= 26072 | 7.6s
[ep  408/500] OK   | dec= 86 R=+125.44 gdist=  1.8 | eps=0.1500 buf= 20000 upd= 26158 | 6.8s
